date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,year,month,quarter,house_age,is_renovated,years_since_renovation,living_lot_ratio,sqft_per_bedroom,sqft_per_bathroom,has_basement,basement_ratio,price_per_sqft,condition_label,state,zipcode
2014-05-12,675000.0,4.0,3.0,2400,3340,1.0,0,0,4,1200,1200,1964,0,618 NW 49th St,Seattle,WA 98107,USA,2014,5,2,61,0,61,0.718562874251497,600.0,800.0,1,0.5,281.25,Good,WA,98107
2014-05-12,734200.0,4.0,2.5,2760,5000,1.5,0,0,5,1680,1080,1928,1970,950 NW 60th St,Seattle,WA 98107,USA,2014,5,2,97,1,55,0.552,690.0,1104.0,1,0.391304347826087,266.0144927536232,Very Good,WA,98107
2014-05-12,1225000.0,4.0,2.25,3070,16028,1.0,0,3,3,1870,1200,1976,0,8434 W Mercer Way,Mercer Island,WA 98040,USA,2014,5,2,49,0,49,0.19153980534065385,767.5,1364.4444444444443,1,0.39087947882736157,399.0228013029316,Average,WA,98040
2014-05-12,615000.0,2.0,1.75,2040,28593,1.5,1,3,4,2040,0,1919,1990,23014 Vashon Hwy SW,Vashon,WA 98070,USA,2014,5,2,106,1,35,0.07134613366907984,1020.0,1165.7142857142858,0,0.0,301.47058823529414,Good,WA,98070
2014-05-12,630000.0,4.0,2.0,1770,6000,2.0,0,0,5,1770,0,1911,1981,3219 34th Ave W,Seattle,WA 98199,USA,2014,5,2,114,1,44,0.295,442.5,885.0,0,0.0,355.93220338983053,Very Good,WA,98199
2014-05-12,1264000.0,4.0,3.75,3490,9170,2.0,0,0,3,3490,0,2012,1912,10442 SE 13th St,Bellevue,WA 98004,USA,2014,5,2,13,1,113,0.38058887677208286,872.5,930.6666666666666,0,0.0,362.1776504297994,Average,WA,98004
2014-05-12,301500.0,2.0,1.5,830,1333,2.0,0,0,3,830,0,2005,0,5650 Fauntleroy Way SW,Seattle,WA 98136,USA,2014,5,2,20,0,20,0.622655663915979,415.0,553.3333333333334,0,0.0,363.2530120481928,Average,WA,98136
2014-05-12,369000.0,2.0,2.5,980,895,2.0,0,0,3,670,310,2009,0,1716 California Ave SW,Seattle,WA 98116,USA,2014,5,2,16,0,16,1.094972067039106,490.0,392.0,1,0.3163265306122449,376.53061224489795,Average,WA,98116
2014-05-12,635000.0,3.0,2.5,1570,1433,3.0,0,0,3,1570,0,2010,0,7815 Stroud Ave N,Seattle,WA 98103,USA,2014,5,2,15,0,15,1.0956036287508724,523.3333333333334,628.0,0,0.0,404.45859872611464,Average,WA,98103
2014-05-12,1033888.0,4.0,3.25,3270,5187,2.0,0,0,3,3110,160,2014,0,10774 155th Pl NE,Redmond,WA 98052,USA,2014,5,2,11,0,11,0.6304222093695778,817.5,1006.1538461538462,1,0.04892966360856269,316.17370030581037,Average,WA,98052
2014-05-12,383000.0,4.0,2.5,2160,6223,2.0,0,0,3,2160,0,2010,0,22442-22446 Southeast 281st Court,Maple Valley,WA 98038,USA,2014,5,2,15,0,15,0.3470994697091435,540.0,864.0,0,0.0,177.3148148148148,Average,WA,98038
2014-05-12,1050000.0,4.0,3.75,3280,11000,2.0,0,0,3,2320,960,2008,0,1313 4th St,Kirkland,WA 98033,USA,2014,5,2,17,0,17,0.29818181818181816,820.0,874.6666666666666,1,0.2926829268292683,320.1219512195122,Average,WA,98033
2014-05-13,455000.0,4.0,2.5,3360,7685,2.0,0,0,3,3360,0,2001,0,18416 172nd Ct SE,Renton,WA 98058,USA,2014,5,2,24,0,24,0.4372153545868575,840.0,1344.0,0,0.0,135.41666666666666,Average,WA,98058
2014-05-13,819900.0,5.0,2.75,3150,7119,2.0,0,0,3,3150,0,2013,1923,8082-8160 142nd Ave NE,Redmond,WA 98052,USA,2014,5,2,12,1,102,0.4424778761061947,630.0,1145.4545454545455,0,0.0,260.2857142857143,Average,WA,98052
2014-05-13,625000.0,3.0,3.5,1810,1846,2.0,0,0,4,1440,370,2009,0,512-598 21st Ave,Seattle,WA 98122,USA,2014,5,2,16,0,16,0.980498374864572,603.3333333333334,517.1428571428571,1,0.20441988950276244,345.30386740331494,Good,WA,98122
2014-05-13,651000.0,4.0,2.5,2740,7140,2.0,0,0,3,2740,0,1993,0,2476 239th Pl NE,Sammamish,WA 98074,USA,2014,5,2,32,0,32,0.38375350140056025,685.0,1096.0,0,0.0,237.5912408759124,Average,WA,98074
2014-05-13,480000.0,5.0,4.75,3830,35000,1.0,0,0,3,2130,1700,1976,0,18125 194th Ave NE,Woodinville,WA 98077,USA,2014,5,2,49,0,49,0.10942857142857143,766.0,806.3157894736842,1,0.44386422976501305,125.32637075718016,Average,WA,98077
2014-05-13,757000.0,3.0,3.25,3190,5283,2.0,0,0,3,3190,0,2007,0,2065 NE Nelson Ln,Issaquah,WA 98029,USA,2014,5,2,18,0,18,0.6038235850842324,1063.3333333333333,981.5384615384615,0,0.0,237.3040752351097,Average,WA,98029
2014-05-13,460000.0,3.0,2.25,2350,10450,1.0,0,0,3,1390,960,1977,2004,15801 63rd Ave NE,Kenmore,WA 98028,USA,2014,5,2,48,1,21,0.22488038277511962,783.3333333333334,1044.4444444444443,1,0.4085106382978723,195.74468085106383,Average,WA,98028
2014-05-13,267345.0,4.0,2.25,2510,8165,1.0,0,0,4,1610,900,1972,0,2831 SW 327th St,Federal Way,WA 98023,USA,2014,5,2,53,0,53,0.30740967544396813,627.5,1115.5555555555557,1,0.35856573705179284,106.51195219123505,Good,WA,98023
2014-05-13,530000.0,2.0,2.0,1680,4950,1.0,0,0,3,1680,0,2006,0,23726 NE 134th Pl,Redmond,WA 98053,USA,2014,5,2,19,0,19,0.3393939393939394,840.0,840.0,0,0.0,315.4761904761905,Average,WA,98053
2014-05-13,449500.0,3.0,2.0,1770,6610,1.0,0,0,4,960,810,1954,1979,19293 Stone Ave N,Shoreline,WA 98133,USA,2014,5,2,71,1,46,0.26777609682299547,590.0,885.0,1,0.4576271186440678,253.954802259887,Good,WA,98133
2014-05-13,289000.0,3.0,1.0,1090,7315,1.0,0,0,5,1090,0,1981,0,4018 NE 6th Ct,Renton,WA 98056,USA,2014,5,2,44,0,44,0.14900888585099112,363.3333333333333,1090.0,0,0.0,265.13761467889907,Very Good,WA,98056
2014-05-13,373000.0,5.0,2.5,3001,5710,2.0,0,0,3,3001,0,2006,0,25523 123rd Pl SE,Kent,WA 98030,USA,2014,5,2,19,0,19,0.525569176882662,600.2,1200.4,0,0.0,124.2919026991003,Average,WA,98030
2014-05-13,525000.0,5.0,3.0,2450,4591,2.0,0,0,3,2450,0,1994,0,7349 24th Ave NW,Seattle,WA 98117,USA,2014,5,2,31,0,31,0.5336527989544761,490.0,816.6666666666666,0,0.0,214.28571428571428,Average,WA,98117
2014-05-13,777000.0,3.0,3.25,3610,59677,2.0,0,0,3,2440,1170,2003,0,18913 SE 63rd Pl,Issaquah,WA 98027,USA,2014,5,2,22,0,22,0.06049231697303819,1203.3333333333333,1110.7692307692307,1,0.32409972299168976,215.23545706371192,Average,WA,98027
2014-05-13,550000.0,4.0,2.0,2250,7500,1.0,0,0,5,1200,1050,1956,0,2448 137th Ave SE,Bellevue,WA 98005,USA,2014,5,2,69,0,69,0.3,562.5,1125.0,1,0.4666666666666667,244.44444444444446,Very Good,WA,98005
2014-05-13,523000.0,3.0,1.5,1240,7735,1.0,0,0,4,1240,0,1957,2001,1020 163rd Ave SE,Bellevue,WA 98008,USA,2014,5,2,68,1,24,0.1603102779573368,413.3333333333333,826.6666666666666,0,0.0,421.7741935483871,Good,WA,98008
2014-05-13,628000.0,4.0,2.0,2260,6000,1.0,0,0,3,1430,830,1958,2004,8028 27th Ave NE,Seattle,WA 98115,USA,2014,5,2,67,1,21,0.37666666666666665,565.0,1130.0,1,0.3672566371681416,277.87610619469024,Average,WA,98115
2014-05-13,581000.0,4.0,1.75,2090,8164,1.0,0,0,4,1070,1020,1963,0,7408 138th Pl NE,Redmond,WA 98052,USA,2014,5,2,62,0,62,0.2560019598236159,522.5,1194.2857142857142,1,0.4880382775119617,277.99043062200957,Good,WA,98052
2014-05-13,245000.0,5.0,1.75,2020,7902,1.0,0,0,3,1220,800,1962,2003,10412 Aqua Way S,Seattle,WA 98168,USA,2014,5,2,63,1,22,0.2556314856998228,404.0,1154.2857142857142,1,0.39603960396039606,121.2871287128713,Average,WA,98168
2014-05-13,415000.0,3.0,1.75,1960,5000,1.0,0,0,5,980,980,1911,1984,4958 12th Ave S,Seattle,WA 98108,USA,2014,5,2,114,1,41,0.392,653.3333333333334,1120.0,1,0.5,211.73469387755102,Very Good,WA,98108
2014-05-13,1895000.0,5.0,2.25,3120,16672,2.0,0,0,4,3120,0,1969,0,9045 NE 40th Pl,Yarrow Point,WA 98004,USA,2014,5,2,56,0,56,0.1871401151631478,624.0,1386.6666666666667,0,0.0,607.3717948717949,Good,WA,98004
2014-05-13,225000.0,3.0,1.5,1250,7500,1.0,0,0,3,1250,0,1967,2011,1405 E Maple St,Kent,WA 98030,USA,2014,5,2,58,1,14,0.16666666666666666,416.6666666666667,833.3333333333334,0,0.0,180.0,Average,WA,98030
2014-05-13,287000.0,3.0,2.25,1490,9600,1.0,0,0,4,1170,320,1987,0,27020 NE Ring St,Duvall,WA 98019,USA,2014,5,2,38,0,38,0.15520833333333334,496.6666666666667,662.2222222222222,1,0.21476510067114093,192.61744966442953,Good,WA,98019
2014-05-13,799200.0,6.0,3.0,2890,2370,2.5,0,0,3,2290,600,1906,2014,420 Boylston Ave E,Seattle,WA 98102,USA,2014,5,2,119,1,11,1.219409282700422,481.6666666666667,963.3333333333334,1,0.20761245674740483,276.53979238754323,Average,WA,98102
2014-05-13,239950.0,3.0,1.0,1900,33888,1.5,0,0,4,1900,0,1942,1982,36400-36452 51st Ave S,Auburn,WA 98001,USA,2014,5,2,83,1,43,0.05606704438149197,633.3333333333334,1900.0,0,0.0,126.28947368421052,Good,WA,98001
2014-05-13,591000.0,3.0,1.75,1680,2400,1.0,0,0,5,870,810,1922,1956,1600-1608 25th Ave,Seattle,WA 98122,USA,2014,5,2,103,1,69,0.7,560.0,960.0,1,0.48214285714285715,351.7857142857143,Very Good,WA,98122
2014-05-13,700000.0,3.0,2.5,2030,8398,2.0,0,0,4,2030,0,1975,0,18307 NE 19th Pl,Bellevue,WA 98008,USA,2014,5,2,50,0,50,0.24172422005239344,676.6666666666666,812.0,0,0.0,344.82758620689657,Good,WA,98008
2014-05-13,475000.0,4.0,2.5,3740,8700,1.0,0,0,3,2260,1480,2004,2003,16700 SE 161st St,Renton,WA 98058,USA,2014,5,2,21,1,22,0.4298850574712644,935.0,1496.0,1,0.39572192513368987,127.00534759358288,Average,WA,98058
2014-05-13,575000.0,3.0,1.75,1580,11750,1.0,0,0,4,1180,400,1951,1999,5461 S Othello St,Seattle,WA 98118,USA,2014,5,2,74,1,26,0.13446808510638297,526.6666666666666,902.8571428571429,1,0.25316455696202533,363.9240506329114,Good,WA,98118
2014-05-13,771000.0,3.0,2.25,1780,6120,1.5,0,0,4,1390,390,1927,0,171 Lake Washington Blvd,Seattle,WA 98122,USA,2014,5,2,98,0,98,0.2908496732026144,593.3333333333334,791.1111111111111,1,0.21910112359550563,433.14606741573033,Good,WA,98122
2014-05-13,155000.0,2.0,1.0,910,6232,1.0,0,0,3,910,0,1943,2002,4812 S Chicago St,Seattle,WA 98118,USA,2014,5,2,82,1,23,0.14602053915275995,455.0,910.0,0,0.0,170.32967032967034,Average,WA,98118
2014-05-13,550000.0,7.0,4.0,3440,8100,2.0,0,0,3,3440,0,1970,2014,718 N 95th St,Seattle,WA 98103,USA,2014,5,2,55,1,11,0.4246913580246914,491.42857142857144,860.0,0,0.0,159.88372093023256,Average,WA,98103
2014-05-13,645000.0,3.0,2.5,1740,13750,2.0,0,0,4,1740,0,1975,0,1673 Rosemont Blvd,Bellevue,WA 98008,USA,2014,5,2,50,0,50,0.12654545454545454,580.0,696.0,0,0.0,370.6896551724138,Good,WA,98008
2014-05-13,464000.0,5.0,2.5,3400,8970,1.0,0,0,4,1700,1700,1959,0,14700 Burke Ave N,Shoreline,WA 98133,USA,2014,5,2,66,0,66,0.379041248606466,680.0,1360.0,1,0.5,136.47058823529412,Good,WA,98133
2014-05-13,1050000.0,4.0,3.25,4400,16625,2.0,0,0,3,4400,0,2003,0,27747 SE 24th Way,Sammamish,WA 98075,USA,2014,5,2,22,0,22,0.2646616541353383,1100.0,1353.8461538461538,0,0.0,238.63636363636363,Average,WA,98075
2014-05-13,350000.0,3.0,2.5,2010,14298,2.0,0,0,3,2010,0,1977,2004,10711 SW 111th Pl,Vashon,WA 98070,USA,2014,5,2,48,1,21,0.1405791019723038,670.0,804.0,0,0.0,174.12935323383084,Average,WA,98070
2014-05-13,591000.0,4.0,2.25,2710,38180,2.0,0,0,4,2710,0,1977,0,19615 182nd Ave NE,Woodinville,WA 98077,USA,2014,5,2,48,0,48,0.07097957045573598,677.5,1204.4444444444443,0,0.0,218.0811808118081,Good,WA,98077
2014-05-13,2555000.0,4.0,2.5,5300,26211,2.0,1,2,2,4570,730,1923,0,4437 55th Ave NE,Seattle,WA 98105,USA,2014,5,2,102,0,102,0.2022051810308649,1325.0,2120.0,1,0.13773584905660377,482.07547169811323,Fair,WA,98105
2014-05-13,717000.0,3.0,1.5,1310,3880,1.0,0,0,3,1090,220,1956,2001,7325 Earl Ave NW,Seattle,WA 98117,USA,2014,5,2,69,1,24,0.33762886597938147,436.6666666666667,873.3333333333334,1,0.16793893129770993,547.3282442748092,Average,WA,98117
2014-05-13,225000.0,4.0,1.5,1950,12559,1.5,0,0,3,1950,0,1939,1969,4030-4198 S 186th St,SeaTac,WA 98188,USA,2014,5,2,86,1,56,0.1552671391034318,487.5,1300.0,0,0.0,115.38461538461539,Average,WA,98188
2014-05-13,225000.0,3.0,1.0,1040,6535,1.0,0,0,3,1040,0,1947,2012,12446 21st Ave S,Seattle,WA 98168,USA,2014,5,2,78,1,13,0.15914307574598316,346.6666666666667,1040.0,0,0.0,216.34615384615384,Average,WA,98168
2014-05-13,345000.0,3.0,1.75,1090,7200,1.0,0,0,3,1090,0,1968,1997,12033 NE 136th Pl,Kirkland,WA 98034,USA,2014,5,2,57,1,28,0.15138888888888888,363.3333333333333,622.8571428571429,0,0.0,316.51376146788994,Average,WA,98034
2014-05-13,230000.0,2.0,0.75,650,5360,1.0,0,0,4,650,0,1931,0,13540 Burke Ave N,Seattle,WA 98133,USA,2014,5,2,94,0,94,0.12126865671641791,325.0,650.0,0,0.0,353.84615384615387,Good,WA,98133
2014-05-13,385000.0,3.0,2.0,1480,6600,1.0,0,2,3,740,740,1943,2002,4115 SW 106th St,Seattle,WA 98146,USA,2014,5,2,82,1,23,0.22424242424242424,493.3333333333333,740.0,1,0.5,260.13513513513516,Average,WA,98146
2014-05-13,90000.0,2.0,1.0,790,2640,1.0,0,0,3,790,0,1973,2013,14710 122nd Pl NE,Kirkland,WA 98034,USA,2014,5,2,52,1,12,0.29924242424242425,395.0,790.0,0,0.0,113.92405063291139,Average,WA,98034
2014-05-13,860000.0,4.0,2.5,3560,11119,1.0,0,2,3,2290,1270,1986,0,3883 112th Ave NE,Bellevue,WA 98004,USA,2014,5,2,39,0,39,0.3201726773990467,890.0,1424.0,1,0.35674157303370785,241.57303370786516,Average,WA,98004
2014-05-13,675000.0,4.0,2.5,3000,5548,2.0,0,0,3,3000,0,2006,0,11409 SE 71st Pl,Newcastle,WA 98056,USA,2014,5,2,19,0,19,0.5407354001441961,750.0,1200.0,0,0.0,225.0,Average,WA,98056
2014-05-13,975000.0,4.0,2.5,3490,7494,2.0,0,3,3,3490,0,2000,0,4902 159th Pl SE,Bellevue,WA 98006,USA,2014,5,2,25,0,25,0.46570589805177476,872.5,1396.0,0,0.0,279.36962750716333,Average,WA,98006
2014-05-13,780000.0,3.0,1.75,2340,10495,1.0,0,0,4,2340,0,1967,0,8421 SE 72nd Pl,Mercer Island,WA 98040,USA,2014,5,2,58,0,58,0.22296331586469748,780.0,1337.142857142857,0,0.0,333.3333333333333,Good,WA,98040
2014-05-13,370000.0,3.0,1.75,1650,8254,1.0,0,0,5,1060,590,1951,0,18015 25th Ave NE,Shoreline,WA 98155,USA,2014,5,2,74,0,74,0.19990307729585655,550.0,942.8571428571429,1,0.3575757575757576,224.24242424242425,Very Good,WA,98155
2014-05-13,665000.0,3.0,2.0,1940,5820,1.5,0,0,5,1150,790,1944,0,324 NW 48th St,Seattle,WA 98107,USA,2014,5,2,81,0,81,0.3333333333333333,646.6666666666666,970.0,1,0.4072164948453608,342.78350515463916,Very Good,WA,98107
2014-05-13,675000.0,5.0,3.0,3410,9600,1.0,0,0,4,1870,1540,1968,0,2830 177th Ave NE,Redmond,WA 98052,USA,2014,5,2,57,0,57,0.35520833333333335,682.0,1136.6666666666667,1,0.45161290322580644,197.94721407624633,Good,WA,98052
2014-05-13,620000.0,3.0,1.0,1710,4050,1.5,0,0,3,1710,0,1909,2004,6101-6149 Corliss Ave N,Seattle,WA 98103,USA,2014,5,2,116,1,21,0.4222222222222222,570.0,1710.0,0,0.0,362.5730994152047,Average,WA,98103
2014-05-13,1105000.0,4.0,1.5,2740,4000,2.0,0,0,5,1930,810,1905,0,1707-1713 3rd Ave N,Seattle,WA 98109,USA,2014,5,2,120,0,120,0.685,685.0,1826.6666666666667,1,0.2956204379562044,403.2846715328467,Very Good,WA,98109
2014-05-13,450000.0,3.0,2.75,1250,892,2.0,0,0,3,1040,210,2010,0,2301 California Ave SW,Seattle,WA 98116,USA,2014,5,2,15,0,15,1.4013452914798206,416.6666666666667,454.54545454545456,1,0.168,360.0,Average,WA,98116
2014-05-13,450000.0,3.0,2.25,2450,42180,1.0,0,0,4,2450,0,1978,2000,17081-17183 SE Wax Rd,Covington,WA 98042,USA,2014,5,2,47,1,25,0.05808440018966335,816.6666666666666,1088.888888888889,0,0.0,183.6734693877551,Good,WA,98042
2014-05-13,530000.0,3.0,1.75,1690,8190,1.0,0,0,4,1690,0,1958,1972,2711 126th Ave SE,Bellevue,WA 98005,USA,2014,5,2,67,1,53,0.20634920634920634,563.3333333333334,965.7142857142857,0,0.0,313.6094674556213,Good,WA,98005
2014-05-13,635000.0,4.0,1.75,1950,13320,1.0,0,0,4,1370,580,1969,0,15018 NE 10th Pl,Bellevue,WA 98007,USA,2014,5,2,56,0,56,0.1463963963963964,487.5,1114.2857142857142,1,0.29743589743589743,325.64102564102564,Good,WA,98007
2014-05-13,580000.0,5.0,2.0,2290,7125,1.0,0,0,3,1190,1100,1964,2000,16541 NE 27th Pl,Bellevue,WA 98008,USA,2014,5,2,61,1,25,0.3214035087719298,458.0,1145.0,1,0.48034934497816595,253.27510917030568,Average,WA,98008
2014-05-13,1550000.0,5.0,3.25,3370,17458,1.0,0,2,5,2000,1370,1982,0,8126-8196 Forest Ave SE,Mercer Island,WA 98040,USA,2014,5,2,43,0,43,0.19303471187994042,674.0,1036.923076923077,1,0.4065281899109792,459.9406528189911,Very Good,WA,98040
2014-05-13,285000.0,3.0,1.0,1090,8640,1.0,0,0,4,1090,0,1973,0,16014 16th Ave SW,Burien,WA 98166,USA,2014,5,2,52,0,52,0.1261574074074074,363.3333333333333,1090.0,0,0.0,261.4678899082569,Good,WA,98166
2014-05-13,375000.0,3.0,1.0,1190,9486,1.0,0,0,4,1190,0,1953,1983,217 SW 191st St,Normandy Park,WA 98166,USA,2014,5,2,72,1,42,0.12544802867383512,396.6666666666667,1190.0,0,0.0,315.12605042016804,Good,WA,98166
2014-05-13,1400000.0,5.0,4.25,3530,7924,2.0,0,0,3,3530,0,2001,0,2278 72nd Ave SE,Mercer Island,WA 98040,USA,2014,5,2,24,0,24,0.44548207975769816,706.0,830.5882352941177,0,0.0,396.60056657223794,Average,WA,98040
2014-05-13,560000.0,3.0,1.0,1440,5000,2.0,0,0,3,1440,0,1910,2006,6206 Phinney Ave N,Seattle,WA 98103,USA,2014,5,2,115,1,19,0.288,480.0,1440.0,0,0.0,388.8888888888889,Average,WA,98103
2014-05-13,405000.0,4.0,1.75,2180,13529,1.0,0,0,3,1090,1090,1956,2001,16722 32nd Pl NE,Lake Forest Park,WA 98155,USA,2014,5,2,69,1,24,0.16113533890161874,545.0,1245.7142857142858,1,0.5,185.77981651376146,Average,WA,98155
2014-05-13,413000.0,4.0,1.0,1410,6000,1.0,0,0,3,810,600,1925,2002,4118 32nd Ave SW,Seattle,WA 98126,USA,2014,5,2,100,1,23,0.235,352.5,1410.0,1,0.425531914893617,292.9078014184397,Average,WA,98126
2014-05-13,287600.0,3.0,2.5,1950,8251,2.0,0,0,3,1950,0,1990,2009,4222 S 288th Pl,Auburn,WA 98001,USA,2014,5,2,35,1,16,0.2363349896982184,650.0,780.0,0,0.0,147.48717948717947,Average,WA,98001
2014-05-13,1680000.0,5.0,3.25,4860,23723,2.0,0,2,4,3820,1040,1989,0,9250 SE 36th Pl,Mercer Island,WA 98040,USA,2014,5,2,36,0,36,0.20486447751127598,972.0,1495.3846153846155,1,0.2139917695473251,345.679012345679,Good,WA,98040
2014-05-13,225000.0,3.0,1.0,1660,7210,1.0,0,0,3,1100,560,1963,2008,29140 42nd Ave S,Auburn,WA 98001,USA,2014,5,2,62,1,17,0.2302357836338419,553.3333333333334,1660.0,1,0.3373493975903614,135.5421686746988,Average,WA,98001
2014-05-13,319000.0,3.0,1.0,1390,12823,1.0,0,0,4,1390,0,1968,0,15846 196th Pl NE,Woodinville,WA 98077,USA,2014,5,2,57,0,57,0.10839897059970366,463.3333333333333,1390.0,0,0.0,229.49640287769785,Good,WA,98077
2014-05-13,322500.0,3.0,2.0,1350,14200,1.0,0,0,3,1350,0,1989,0,14405 274th Ct NE,Duvall,WA 98019,USA,2014,5,2,36,0,36,0.09507042253521127,450.0,675.0,0,0.0,238.88888888888889,Average,WA,98019
2014-05-13,570000.0,3.0,2.0,1530,5401,1.0,0,0,4,1530,0,1937,0,7741 22nd Ave NE,Seattle,WA 98115,USA,2014,5,2,88,0,88,0.2832808739122385,510.0,765.0,0,0.0,372.54901960784315,Good,WA,98115
2014-05-13,465000.0,3.0,1.5,1270,5112,1.0,0,0,3,1270,0,1950,2005,3616 NE 65th St,Seattle,WA 98115,USA,2014,5,2,75,1,20,0.24843505477308295,423.3333333333333,846.6666666666666,0,0.0,366.1417322834646,Average,WA,98115
2014-05-13,435000.0,4.0,2.25,2140,6355,2.0,0,0,3,2140,0,2002,0,7125 Silent Creek Ave SE,Snoqualmie,WA 98065,USA,2014,5,2,23,0,23,0.3367427222659323,535.0,951.1111111111111,0,0.0,203.2710280373832,Average,WA,98065
2014-05-13,502000.0,4.0,2.5,2040,5616,2.0,0,0,3,2040,0,2012,1912,7617 NE 201st Pl,Kenmore,WA 98028,USA,2014,5,2,13,1,113,0.36324786324786323,510.0,816.0,0,0.0,246.07843137254903,Average,WA,98028
2014-05-13,525000.0,3.0,3.5,2876,5086,2.0,0,0,3,2360,516,2007,0,12467 NE 171st Pl,Woodinville,WA 98072,USA,2014,5,2,18,0,18,0.5654738497837201,958.6666666666666,821.7142857142857,1,0.17941585535465926,182.5452016689847,Average,WA,98072
2014-05-13,525000.0,3.0,2.5,1580,1161,2.0,0,0,3,1010,570,2008,0,213 26th Ave E,Seattle,WA 98112,USA,2014,5,2,17,0,17,1.3608957795004306,526.6666666666666,632.0,1,0.36075949367088606,332.27848101265823,Average,WA,98112
2014-05-13,660000.0,4.0,3.5,3400,5196,2.0,0,0,3,3400,0,2012,1912,9314 Ash Ave SE,Snoqualmie,WA 98065,USA,2014,5,2,13,1,113,0.6543494996150885,850.0,971.4285714285714,0,0.0,194.11764705882354,Average,WA,98065
2014-05-13,870000.0,4.0,2.5,3520,6773,2.5,0,0,3,2650,870,2006,0,7921 45th Ave SW,Seattle,WA 98136,USA,2014,5,2,19,0,19,0.5197106156799055,880.0,1408.0,1,0.2471590909090909,247.1590909090909,Average,WA,98136
2014-05-13,650000.0,4.0,2.5,2210,4861,2.0,0,0,3,2210,0,2013,1923,615 NW 92nd St,Seattle,WA 98117,USA,2014,5,2,12,1,102,0.45463896317630115,552.5,884.0,0,0.0,294.11764705882354,Average,WA,98117
2014-05-13,505000.0,4.0,2.5,2790,5602,2.0,0,0,3,2790,0,2009,0,5138 NE 8th St,Renton,WA 98059,USA,2014,5,2,16,0,16,0.4980364155658693,697.5,1116.0,0,0.0,181.00358422939067,Average,WA,98059
2014-05-13,330000.0,3.0,2.5,1450,5008,1.0,0,0,3,840,610,2007,0,6544 18th Ave SW,Seattle,WA 98106,USA,2014,5,2,18,0,18,0.2895367412140575,483.3333333333333,580.0,1,0.4206896551724138,227.58620689655172,Average,WA,98106
2014-05-14,385000.0,4.0,1.75,1620,4980,1.0,0,0,4,860,760,1947,1988,10037 Interlake Ave N,Seattle,WA 98133,USA,2014,5,2,78,1,37,0.3253012048192771,405.0,925.7142857142857,1,0.4691358024691358,237.65432098765433,Good,WA,98133
2014-05-14,306000.0,3.0,1.5,1220,1086,3.0,0,0,3,1220,0,2007,0,353 N 105th St,Seattle,WA 98133,USA,2014,5,2,18,0,18,1.1233885819521179,406.6666666666667,813.3333333333334,0,0.0,250.81967213114754,Average,WA,98133
2014-05-14,546000.0,3.0,1.75,2000,5000,1.0,0,0,4,1110,890,1921,0,7730 33rd Ave NW,Seattle,WA 98117,USA,2014,5,2,104,0,104,0.4,666.6666666666666,1142.857142857143,1,0.445,273.0,Good,WA,98117
2014-05-14,925000.0,4.0,2.5,2190,7350,2.5,0,0,5,2190,0,1958,0,3446 77th Ave SE,Mercer Island,WA 98040,USA,2014,5,2,67,0,67,0.2979591836734694,547.5,876.0,0,0.0,422.3744292237443,Very Good,WA,98040
2014-05-14,542000.0,4.0,1.75,1900,8250,1.0,0,0,4,950,950,1955,2009,3810 145th Ave SE,Bellevue,WA 98006,USA,2014,5,2,70,1,16,0.23030303030303031,475.0,1085.7142857142858,1,0.5,285.2631578947368,Good,WA,98006
2014-05-14,800000.0,3.0,1.0,1700,4400,1.5,0,0,4,1700,0,1906,1990,1109 32nd Ave,Seattle,WA 98122,USA,2014,5,2,119,1,35,0.38636363636363635,566.6666666666666,1700.0,0,0.0,470.5882352941176,Good,WA,98122
2014-05-14,620000.0,5.0,2.5,2540,3832,2.0,0,0,5,1760,780,1929,0,7558 32nd Ave NW,Seattle,WA 98117,USA,2014,5,2,96,0,96,0.662839248434238,508.0,1016.0,1,0.30708661417322836,244.09448818897638,Very Good,WA,98117
2014-05-14,175000.0,2.0,1.0,1170,8925,1.0,0,2,3,1170,0,1911,1979,921 S 223rd St,Des Moines,WA 98198,USA,2014,5,2,114,1,46,0.13109243697478992,585.0,1170.0,0,0.0,149.57264957264957,Average,WA,98198
2014-05-14,740000.0,5.0,5.0,5774,31675,1.0,0,2,3,4490,1284,1984,0,28511 10th Ave S,Federal Way,WA 98003,USA,2014,5,2,41,0,41,0.18228887134964483,1154.8,1154.8,1,0.22237616903359889,128.16072047107724,Average,WA,98003
2014-05-14,345000.0,3.0,2.25,2120,15003,2.0,0,0,3,2120,0,1984,0,14319 165th Pl SE,Renton,WA 98059,USA,2014,5,2,41,0,41,0.14130507231886955,706.6666666666666,942.2222222222222,0,0.0,162.73584905660377,Average,WA,98059
2014-05-14,510000.0,3.0,1.75,2170,26460,1.0,0,0,3,1450,720,1986,0,721 222nd Pl NE,Sammamish,WA 98074,USA,2014,5,2,39,0,39,0.082010582010582,723.3333333333334,1240.0,1,0.3317972350230415,235.02304147465438,Average,WA,98074
